name,inputs,expected_output,output,task_duration,correct
677,"Clara og Alberte er søstre fra Esbjerg, der elsker at samle underskrifter fra forfattere. I løbet af deres efterårsferie bruger søstrene hver eftermiddag på at samle underskrifter. Efter 3 uger sammenligner Clara og Alberte deres autografbøger og tæller antallet af underskrifter, hver søster har indsamlet. Clara har 19 underskrifter i sin autografbog og Alberte har 54. Søstrene har 4 ugers efterårsferie tilbage og de beslutter sig for, at de vil nå 145 underskrifter mellem dem inden udgangen af sommeren. Hvor mange underskrifter skal søstrene samle for at nå deres mål?","Clara og Alberte har allerede samlet 19 + 54 underskrifter = <<19+54=73>>73 underskrifter.
Da deres mål er 145, skal de indsamle 145 - 73 underskrifter. 145 - 73 = <<145-73=72>>72 underskrifter
#### 72"," I løbet af 3 uger samler Clara 19 underskrifter. Alberte samler 54 underskrifter. De samler 19 + 54 = marioner, men søstrene skal nå 145 underskrifter.  145 - 19 - 54 = 145 - 73 = 72.
De skal samle 72 underskrifter.
#### 72045476674731457278936727893672789367278936727893674731457864521452145215776043676367278936727893672789367479672789367278645214521577604367636727892784214521577604367636727893672789367278936727893674731457864521452145215776043676367278936727893672784214521577604367636726448676674732309776157723666642603748572826657355747085778255756118855298669869337566043676367278936727893672789367278936727893",7.096785560948774,False
300,Om søndagen vil Mathilde træne i fire gange så lang tid som han gjorde lørdag og fredag tilsammen. Om fredagen trænede han i 17 minutter. Om lørdagen trænede han i 24 minutter. Hvor mange minutter skal han træne om søndagen for at nå sit mål?,"Om fredagen og lørdagen trænede han i alt 41 minutter fordi 17 + 24 = <<17+24=41>>41
Om søndagen skal han træne i 164 minutter fordi 41*4=<<41*4=164>>164
#### 164"," Det tog Mathilde 17 minutter + 24 minutter + 4 * 17 = 40 minutter.
#### 405000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",1.471918671973981,False
1063,Christian modtager 100 e-mails om dagen. 22% af disse e-mails kræver ikke noget svar. Han besvarer resten af dem. Hvor mange e-mails svarer Christian på i en 6-dages arbejdsuge?,"Christian modtager 100*22/100=<<100*22/100=22>>22 e-mails, der ikke kræver et svar
Så han svarer på 100-22=<<100-22=78>>78 e-mails per dag
På en 6-dages arbejdsuge svarer Christian altså på 78*6=<<78*6=468>>468 e-mails
#### 468"," Antag at Christian modtager 100 e-mails om dagen. 22% af disse e-mails kræver ikke noget svar, hvilket giver 100 * 0.22 = 22 e-mails der ikke kræver svar. Så han svarer på 100 - 22 = 78 e-mails.
I en 6-dages arbejdsuge svarer Christian på 78 e-mails.
#### 787822226782222082224422222820841633867248222555552014644822224822228222268416338463384633846338463384633846338463382268416338463384633846338463384633846338463384633846338463384633846338463384633846642226841633846338463384633846338463386208226841633846338463384633846338463384633843456318463384633846338463384633846338467065631846338463384633846338463384633846338463384633846338463384633846338463",1.4679977140622213,False
1164,Ingrid gemte 5 dusin æg i gården til påskeægsjagten. Magnus finder 7 æg. Ellen finder tre gange så mange som Magnus. Henrik finder 1 færre end Ellen. Og Kasper finder en femtedel af Henriks antal. Hvor mange æg er der stadig gemt i gården?,"Ingrid gemte 5*12 = <<5*12=60>>60 æg.
Magnus finder 7 æg.
Ellen finder 7*3=<<7*3=21>>21 æg.
Henrik finder 21 - 1 = <<21-1=20>>20 æg.
Kasper finder 20*1/5=<<20*1/5=4>>4 æg.
Børnene finder i alt 7 + 21 + 20 + 4 = <<7+21+20+4=52>>52 æg.
Det samlede antal æg, der stadig er i gården, er 60 - 52 = <<60-52=8>>8 æg.
#### 8"," Start med, at Ingrid gemte 5 dusin ÆG.
(1 dusin = 12 æg)
5 dusin * 12 æg/dusin = 60 æg
Magnus finder 7 æg.
60 + 7 = 67 æg
Ellen finder 3 gange så mange æg som Magnus, som er 3 * 7 = 21 æg.
21 + 3 * 12 = 21 + 36 = 57 æg
Henrik finder 1 færre end Ellen, som er 57 - 1 = 56 æg.
56 æg er der stadig gemt####
56000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",1.77795159292873,False
43,"Ifølge oplysningerne om næringsindhold har en pose slik 175 kalorier per portion. Hvis en 350 gram pose har 7 portioner, hvor mange gram kan du spise, hvis dit daglige kaloriemål er 2250 og du allerede har indtaget 1375 kalorier?","Hvis det totale kaloriemål er 2250 og jeg har indtaget 1375 kalorier, så har jeg 2250-1375 = <<2250-1375=875>>875 kalorier tilbage at spise
Hvis hver portion slik har 175 kalorier og jeg kun har 875 kalorier tilbage at spise, så kan jeg kun spise 875/175 af en portion = 5 af en portion
Vi ved også, at en 350 gram pose slik har 7 portioner, derfor har hver portion 350 gram/7 = <<350/7=50>>50 gram
Hvis jeg kun kan spise 5 af en portion, så kan jeg kun spise 50 gram*5 = 250 gram
#### 250","
1. Kalorieindtag = 2250
2. Kalorieindhold i hele posen = 175 kalorier/portion * 7 portioner = 1225 kalorier
3. Højt kaloriindtag = 2250 - 1225 = 1025 kalorier
4. Antal gram slik = 1025/175 = 5.88 gram
5. Da du ikke kun spiser slik, skal du også tage højde for den internale værdi.
   Dette svarer så#### 58800788273464875888058870238762707711657888719772178087679496406756995886341967507338039885836473347546482793837829578885480787519377274557518469658358939849367537653068665894567364333544051784938616840068787898435345423422055766245888039797397170059778488674703897122806617888733666260873782146063609784761016856188388854359488789525856387987771770886500977847933",1.9403612139867619,False
740,"En gruppe på 151 elever har forskellige hobbyer. 14 kan lide at læse, 12 kan lide at spille skøjteløb og resten kan lide enten at vandre eller danse. Hvor mange kan lide at vandre, hvis antallet, der kan lide at danse, er to gange så mange som dem, der foretrækker at spille skøjteløb?","Antallet af elever, der kan lide at danse, er to gange så mange som dem, der kan lide skøjteløb, så 2 * 12 = 24
Antallet, der kan lide at vandre, er 151 elever i alt - 14 der kan lide at læse - 12 der kan lide at spille skøjteløb - 24 der kan lide at danse = 101
#### 101"," Antallet af elever, der kan lide at læse = 14
Antallet af elever, der kan lide at spille skøjteløb = 12
Antallet af elever, der kan lide at vandre = 151 - (14 + 12) = 151 - 26 = 125
Antallet af elever, der kan lide at danse = 2 * 12 = 24
Antallet af elever, der kan lide at vandre = 125.
#### 125777778777777858349778583497785834977858349778583497785834977858349778583497785834977858349778583497785834977858349778583497785834977858349778583497785834977858349778583497785834765879588441579276333630439755864165727891708585423324738651269968765858607390804845885217891708585860739080484585217891708585860739080484585217891708585860739080472113654697978357645365528874",1.7653308330336586,False
116,"Esther laver kaffe med sukker i forholdet 88:22, hvor sukker måles i teskefulde og vand i deciliter. Hvis hun brugte i alt 220 teskefulde sukker og deciliter vand, beregn antallet af teskefulde sukker, hun brugte.","Det samlede forhold, der repræsenterer de ingredienser, hun brugte til at lave kaffe, er 88+22 = <<88+22=110>>110
Da brøken, der repræsenterer antallet af teskefulde, hun brugte, er 88/110, brugte hun 88/110*220 = <<88/110*220=176>>176
#### 176"," Esther brugte 88 dele sukker og 22 * 10 = 220 deciliter vand.  Sukkeret er 88/220 teskefulde = 4/11 teskefulde.  En enhed er 10 deciliter. Så eksemplet er fra 88/220"". Hun brugte 4/11 teskefulde sukker.
For at finde antallet af teskuelde sukker, så skal vi udregne.
88/220 = 0.404 beetles.
404 beo (#### 40404040404040404040404040404040405000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",2.6964216119376943,False
158,"Tobias gik for at købe nogle skolematerialer. Han købte 4 blyanter, som kostede 4,5 DKK hver, 8 farveblyanter, som kostede 19,0 DKK hver og en ramme papir, som kostede 12 DKK. Hvor meget brugte Tobias i alt?","Tobias brugte 4*4,5 DKK = <<4*4,5=18>>18 DKK for blyanterne.
Han brugte også 8*19 DKK = <<8*19=152>>152 DKK for farveblyanterne.
Derfor brugte Tobias i alt 18 DKK + 152 DKK + 12 DKK = <<18+152+12=182>>182 DKK for skolematerialer.
#### 182","
- Blyanter: 4 blyanter * 4,5 DKK/blyant = 18 DKK
- Farveblyanter: 8 farveblyanter * 19,0 DKK/blyant = 152 DKK
- Ramme papir: 12 DKK
- Det samlede beløb: 18 DKK + 152 DKK + 12 DKK = <<18+152+12=182>>182 DKK
#### 182000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",1.4687826510053128,False
320,"I starten af konferencen var der 41 lærere og 29 læger. Efter 45 minutter forlod 1/10 af det samlede antal personer. Hvor mange læger er tilbage, hvis 19 lærere blev til konferencen?","Der var i alt 41 lærere + 29 læger = <<41+29=70>>70 personer, der deltog i konferencen.
Efter 45 minutter forlod 70 personer*1/10 = <<70*1/10=7>>7 personer forlod konferencen.
Dette betyder, at 70 personer - 7 personer = <<70-7=63>>63 personer blev.
Ud af de 63, der blev, var 63 personer - 19 lærere = <<63-19=44>>44 læger.
#### 44","
Du startede med 41 lærere og 29 læger. Det samlede antal personer var 41+29=70 personer. Efter 45 minutter forlod 1/10 af det samlede antal personer, så 70 * (1/10) = 70/10 = 7 personer.
Så der er tilbage 7-19 = -12 personer.
Det giver kort nok ikke mening, så det må antages at mange personer forfऱ####
193674783270778845367929077884533524764030400453350398305764843476693826829959136572744817837869667791644167747904646893617698145903475399457515162087535642408734149106066182985778328671489162497441003965928071289302647682314118304205890582371947164853434325057814323828866766385322516870732239911774860994812628564364437347690328978534305665068869532804876459149445050757114668617454",1.7869788960088044,False
843,Magnus har otte 100-DKK sedler. Han køber ni vandpistoler for 1 DKK stykket. Han køber også 6 pakker blyanter for 9 DKK stykket. Hvor mange penge har han tilbage?,"Magnus starter med 8*100 DKK = <<8*100=800>>800 DKK.
Magnus køber ni vandpistoler * 1 DKK = <<9*1=9>>9 DKK på vandpistoler.
Magnus køber 6 pakker blyanter * 9 DKK = <<6*9=54>>54 DKK på blyanter.
I alt har Magnus brugt 9 DKK + 54 DKK = <<9+54=63>>63 DKK.
Magnus har 800 DKK - 63 DKK = <<800-63=737>>737 DKK tilbage.
#### 737","
100 DKK/sedel * 8 sedler = <<100*8=800>>800 DKK
9 DKK/vandpistol * 6 vandpistoler = <<9*6=54>>54 DKK
800 DKK - 54 DKK = <<800-54=746>>746 DKK
#### 7468000000000000000000000000000000000000000000000000000074600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",1.462312496965751,False
